,Lan,CUI,P,LUI,PF,SUI,name
5971782,ENG,C2616095,P,L8698876,PF,S10750049,Fusarium sp. K5427-1-2
5971791,ENG,C2616104,P,L8627459,PF,S10797274,Trichoderma sp. T4519-7-5
5972695,ENG,C2616730,P,L5762042,PF,S10726532,Aulonium
5973656,ENG,C2617293,P,L6645271,PF,S10743732,Dicyrtomina
5973977,ENG,C2617546,P,L5798269,PF,S10771791,Oligomerus
5976993,ENG,C2619270,P,L1969288,PF,S13108812,Chelis
5978341,ENG,C2620200,P,L2030519,PF,S10779337,Plesiomma
5979822,ENG,C2621252,P,L5297673,PF,S10777170,Philophylla
5980538,ENG,C2621776,P,L2602905,PF,S10767507,Mirina
5984390,ENG,C2624212,P,L2012475,PF,S10762282,Lithophyllon
5985545,ENG,C2624916,P,L1980008,PF,S10742032,Cymbocarpum
5987535,ENG,C2626389,P,L2588787,PF,S10744144,Diradops
5987925,ENG,C2626700,P,L6609854,PF,S10757225,Hypomecus
5991928,ENG,C2629329,P,L7715051,PF,S10767351,Microthoracidae
5992650,ENG,C2629805,P,L2042235,PF,S10797322,Tricholepidium
5994503,ENG,C2630913,P,L2572057,PF,S10724053,Appia
5994521,ENG,C2630925,P,L2579804,PF,S10732560,Caenides
5994628,ENG,C2630991,P,L7971291,PF,S10762800,Lucida
5999740,ENG,C2634147,P,L5750757,PF,S10727555,Bacillus sp. C-7
6000512,ENG,C2634664,P,L2031255,PF,S10780143,Polyzonia
6001613,ENG,C2635313,P,L5744181,PF,S10727550,Bacillus sp. C-2
6004408,ENG,C2637144,P,L7735754,PF,S10783171,Pseudomonas sp. M1-4
6004605,ENG,C2637341,P,L8691764,PF,S10782181,Pseudomonas sp. 01WB03.4-1
6004706,ENG,C2637442,P,L8680840,PF,S10782258,Pseudomonas sp. 01WB04.4-1
6004752,ENG,C2637488,P,L8636593,PF,S10782236,Pseudomonas sp. 01WB04.3-1
6006445,ENG,C2639086,P,L8654653,PF,S10749014,Flavobacteriaceae bacterium ACEMC 5-10
6006459,ENG,C2639100,P,L8643544,PF,S10749028,Flavobacteriaceae bacterium ACEMC 9-10
6006462,ENG,C2639103,P,L8698734,PF,S10749031,Flavobacteriaceae bacterium ACEMC 9-6
6006576,ENG,C2639217,P,L8648153,PF,S10786641,Rhodobacteraceae bacterium ACEMC 3-1
6006577,ENG,C2639218,P,L8659309,PF,S10786642,Rhodobacteraceae bacterium ACEMC 3-2
6006585,ENG,C2639226,P,L8670304,PF,S10786650,Rhodobacteraceae bacterium ACEMC 6-5
6006626,ENG,C2639267,P,L8627872,PF,S10800707,Vibrionaceae bacterium ACEMC 9-1
6015780,ENG,C2646607,P,L8659708,PF,S10790039,Serratia sp. SBS
6016223,ENG,C2646980,P,L6642815,PF,S10727604,Bacillus sp. C_W
6017085,ENG,C2647705,P,L2568587,PF,S10720522,Agabinus
6017931,ENG,C2648324,P,L8690161,PF,S10769007,Nanaloricidae
6018907,ENG,C2649014,P,L7706106,PF,S10772879,Oryza sativa x Oryza glaberrima
6019015,ENG,C2649089,P,L2039320,PF,S10791727,Spirulida
6022753,ENG,C2651810,P,L2007009,PF,S10758484,Jakobida
6024913,ENG,C2653405,P,L6638403,PF,S10780405,Potamia
6028920,ENG,C2656805,P,L5803333,PF,S10790632,Sinentomata
6029037,ENG,C2656911,P,L8702873,PF,S10781470,Pseudoalteromonas sp. 2-4
6038853,ENG,C2664630,P,L2574731,PF,S10782550,Pseudomonas sp. B
6039223,ENG,C2664956,P,L5778011,PF,S10745991,Enterobacter sp. DI
6039267,ENG,C2665003,P,L8669899,PF,S10783634,Pseudomonas sp. c-1-2
6042856,ENG,C2667661,P,L7700324,PF,S10803413,bacterium 2-4A
6043941,ENG,C2668556,P,L5250179,PF,S10782279,Pseudomonas sp. 1-4
6047374,ENG,C2671533,P,L2569083,PF,S10735916,Chiropotes albinasus x satanas
6048031,ENG,C2672019,P,L6628157,PF,S10793577,Streptomyces sp. J-1
6050790,ENG,C2674270,P,L10449824,PF,S13028444,RARA/ZBTB16 Fusion Gene
6052829,ENG,C2676022,P,L6488275,PF,S10807690,"ALBINISM, OCULOCUTANEOUS, TYPE II, MODIFIER OF"
6061889,ENG,C2680421,P,L6361835,PF,S10851024,SNORA70E gene
6069974,ENG,C2684440,P,L10927431,PF,S13609481,"10 ML heparin sodium, porcine 1 UNT/ML Prefilled Syringe"
6095575,ENG,C2698774,P,L7961622,PF,S10900119,Ph+/BCR-
6095577,ENG,C2698775,P,L7961622,PF,S10900118,Ph+/BCR+
6098238,ENG,C2699848,P,L5403486,PF,S6180107,Kestine
6099589,ENG,C2700384,P,L0249040,PF,S9236697,Branched
6099625,ENG,C2700395,P,L0607384,PF,S10901467,Smallest
6099841,ENG,C2700580,P,L0030176,PF,S6323254,Package
6099927,ENG,C2700614,P,L1020318,PF,S10898520,Liver/Gallbladder
6099974,ENG,C2700622,P,L6370045,PF,S8777146,SNORA11E gene
6107853,ENG,C2706718,P,L1484637,PF,S7363779,R wave duration.lead AVR:Time:Pt:Heart:Qn:EKG
6108432,ENG,C2706868,P,L8870195,PF,S11034030,Homocystine:SCnc:Pt:Bld.dot:Qn
6109101,ENG,C2707111,P,L8537569,PF,S11025619,Dehydroascorbate/Ascorbate
6110433,ENG,C2707641,P,L1722273,PF,S11023830,Cells.CD3-CD56+/100 cells:NFr:Pt:Bld:Qn
6113046,ENG,C2708763,P,L8869986,PF,S11034973,Insulin^1.5H post dose glucose IV:SCnc:Pt:Ser/Plas:Qn
6113054,ENG,C2708765,P,L8869984,PF,S11034969,Insulin^1 hour post dose glucose Intravenous:Substance Concentration:Point in time:Serum/Plasma:Quantitative
6113062,ENG,C2708767,P,L8873678,PF,S11034988,Insulin^2 1/2 hours post dose glucose Intravenous:Substance Concentration:Point in time:Serum/Plasma:Quantitative
6113082,ENG,C2708772,P,L8884991,PF,S11035002,Insulin^30 minutes post dose glucose Intravenous:Substance Concentration:Point in time:Serum/Plasma:Quantitative
6113094,ENG,C2708775,P,L8869992,PF,S11035016,Insulin^45M post dose glucose Intravenous:Substance Concentration:Point in time:Serum/Plasma:Quantitative
6113098,ENG,C2708776,P,L8869990,PF,S11034990,Insulin^2 hours post dose glucose Intravenous:Substance Concentration:Point in time:Serum/Plasma:Quantitative
6113110,ENG,C2708779,P,L8884986,PF,S11034981,Insulin^15 minutes post dose glucose Intravenous:Substance Concentration:Point in time:Serum/Plasma:Quantitative
6114242,ENG,C2709270,P,L2341281,PF,S2773267,Natriuretic peptide
6117167,ENG,C2711043,P,L8903533,PF,S11065440,Ventral right-dorsal left oblique projection
6117308,ENG,C2711090,P,L8904896,PF,S11062886,Left 20 degree dorsal-right ventral oblique projection
6117321,ENG,C2711096,P,L8903533,PF,S11064196,Right ventral-left dorsal oblique projection
6117546,ENG,C2711191,P,L8903054,PF,S11062892,Left 30 degree caudal-right rostral oblique projection
6117605,ENG,C2711214,P,L8904446,PF,S11062896,Left 45 degree ventral-right dorsal oblique projection
6118288,ENG,C2711475,P,L8904896,PF,S11064176,Right 20 degree ventral-left dorsal oblique projection
6118427,ENG,C2711527,P,L8904446,PF,S11064180,Right 45 degree dorsal-left ventral oblique projection
6118496,ENG,C2711553,P,L8904896,PF,S11064172,Right 20 degree dorsal-left ventral oblique projection
6118524,ENG,C2711566,P,L8904446,PF,S11062894,Left 45 degree dorsal-right ventral oblique projection
6118526,ENG,C2711567,P,L8903533,PF,S11062910,Left ventral-right dorsal oblique projection
6118663,ENG,C2711611,P,L8904445,PF,S11062888,Left 20 degree rostral-right caudal oblique projection
6118850,ENG,C2711676,P,L8904447,PF,S11062898,Left caudal-right rostral oblique projection
6118941,ENG,C2711712,P,L8904447,PF,S11062904,Left rostral-right caudal oblique projection
6119128,ENG,C2711793,P,L8905938,PF,S11064297,"Salmonella serovar I 4,[5],12:i:-"
6119170,ENG,C2711811,P,L8903533,PF,S11065438,Ventral left-dorsal right oblique projection
6119383,ENG,C2711889,P,L8902944,PF,S11061742,Dorsomedial-plantarolateral oblique projection
6119390,ENG,C2711892,P,L8902842,PF,S11065436,Ventral 30 degree right-dorsal left oblique projection
6119497,ENG,C2711940,P,L8904447,PF,S11064184,Right caudal-left rostral oblique projection
6119531,ENG,C2711956,P,L8903056,PF,S11064194,Right to left cardiac shunt
6120997,ENG,C2712730,P,L8907532,PF,S12053222,"Activity, other involving cardiorespiratory exercise"
6121656,ENG,C2713073,P,L10954794,PF,S16738287,Views for fetal age:Find:Pt:Abdomen+^Fetus:Doc:XR
6122442,ENG,C2713299,P,L13719518,PF,S16736391,Views + oblique:Find:Pt:Lower extremity.right>Knee:Doc:XR
6122446,ENG,C2713300,P,L13712353,PF,S16736413,Views + tunnel:Find:Pt:Lower extremity.right>Knee:Doc:XR
6122450,ENG,C2713301,P,L13708867,PF,S16736481,Views 2 + oblique:Find:Pt:Lower extremity.right>Knee:Doc:XR
6122904,ENG,C2713491,P,L1748533,PF,S11084468,"5-(3,4-dihydroxyphenyl)-gamma-valerolactone"
6123528,ENG,C2713717,P,L1744998,PF,S11092301,N-(2-amino-3-methyl-n-butyl)-3-((bis-4-fluorophenyl)methoxy)tropane
6124669,ENG,C2714388,P,L8912227,PF,S11083477,"1,2-dicaproyl-3-stearoylglycerol"
6124670,ENG,C2714389,P,L8910920,PF,S11083476,"1,2-dicaproyl-3-stearoyl-sn-glycerol"
6125794,ENG,C2715037,P,L7971938,PF,S11083268,"(1,2-diaminocyclohexane)(5,6-dimethyl-1,10-phenanthroline)platinum(II)"
6126087,ENG,C2715213,P,L8912358,PF,S11084516,"5-hydroxy-6-isobutyryl-7-methoxy-2,2-dimethyl-benzopyran"
6126297,ENG,C2715339,P,L2686202,PF,S11088768,"Era protein, mouse"
6127489,ENG,C2716060,P,L10117961,PF,S12640906,HLA-B*08:38 antigen
6127683,ENG,C2716161,P,L8916175,PF,S11084208,3-methoxy-4-methyl-phenethylamine
6127961,ENG,C2716306,P,L10119063,PF,S12640856,HLA-A*26:03 antigen
6128441,ENG,C2716587,P,L0047414,PF,S11083948,2-hydroxy-3-naphthoic acid
6128706,ENG,C2716749,P,L5546818,PF,S11101998,"trans-4',5'-dihydroxy-3-methoxystilbene-5-O-(alpha-L-rhamnopyranosyl-(1-2)-(alpha-L-rhamnopyranosyl-(1-6))-beta-D-glucopyranoside)"
6129480,ENG,C2717185,P,L1187674,PF,S11101696,silicine
6129608,ENG,C2717263,P,L1855299,PF,S11083798,"2,4,4-trimethyl-3-(15-hydroxypentadecyl)-2-cyclohexen-1-one"
6130165,ENG,C2717560,P,L8916096,PF,S11083454,"1, 2-dipalmitoyl-3-stearoyl-sn-glycerol"
6130227,ENG,C2717594,P,L2232241,PF,S11098463,"bis(3-(3,5-di-tert-butyl-4-hydroxyphenyl)propyl)sulfide"
6130425,ENG,C2717728,P,L8912332,PF,S11084278,"4'-hydroxy-4-methoxy-5,6,5',6'-bis(methylenedioxy)-2-hydroxymethyl-2'-methoxycarbonylbiphenyl"
6132066,ENG,C2718046,P,L8916374,PF,S11086266,Blog
6132487,ENG,C2718170,P,L8876842,PF,S11026603,Deprecated Metanephrines [Mass/time] in 24 hour Urine
6132937,ENG,C2718286,P,L5751853,PF,S6613355,Vibrio sp. CRWP 9805
6132938,ENG,C2718287,P,L5751852,PF,S6613306,Vibrio sp. BRW 9804
6132939,ENG,C2718288,P,L5751854,PF,S6613417,Vibrio sp. NRW 9805
6132940,ENG,C2718289,P,L5751857,PF,S6613353,Vibrio sp. CRW 9807
6132941,ENG,C2718290,P,L5751858,PF,S6613433,Vibrio sp. PIZ 9824
6132950,ENG,C2718295,P,L1175088,PF,S2303199,Human endogenous retrovirus
6132979,ENG,C2718306,P,L0009070,PF,S11328698,Clothed
6132985,ENG,C2718308,P,L1842707,PF,S11034024,Homocysteine:Substance Concentration:Point in time:Amniotic fluid:Quantitative
6133034,ENG,C2718315,P,L5392906,PF,S7386697,Views & oblique:Finding:Point in time:Elbow.right:Narrative:XR
6136735,ENG,C2720382,P,L7968773,PF,S11084378,4-hydroxy-2-methyl-3-pyridinecarboxylic acid
6136901,ENG,C2720524,P,L8956423,PF,S11145898,CD4+ cell percentage <15% (HIV)
6140220,ENG,C2722378,P,L8930750,PF,S11117145,Exall
6143599,ENG,C2724205,P,L7791823,PF,S9017650,Present +++ out of ++++
6143608,ENG,C2724207,P,L7791823,PF,S9017648,Present + out of ++++
6143613,ENG,C2724208,P,L7791823,PF,S9017649,Present ++ out of ++++
6143634,ENG,C2724213,P,L6919345,PF,S11115201,Aleve-D Sinus & Cold
6158151,ENG,C2729231,P,L9057467,PF,S14242801,Most recent systolic blood pressure >= 140 mmhg
6158155,ENG,C2729233,P,L9057413,PF,S14242771,Most recent diastolic blood pressure >= 90 mmhg
6158455,ENG,C2729486,P,L0309084,PF,S11265233,stung by jellyfish
6160241,ENG,C2730555,P,L3155948,PF,S11729035,Carbon Dioxide 80 % / Oxygen 20 % Gas for Inhalation
6161920,ENG,C2732130,P,L6060904,PF,S11306289,Menthol 5.6 MG
6161921,ENG,C2732131,P,L11687033,PF,S14502730,Menthol 5.6 MG Oral Lozenge
6161922,ENG,C2732132,P,L8106852,PF,S11306288,Menthol 5.6 MG [Halls]
6161923,ENG,C2732133,P,L11677024,PF,S14502729,Menthol 5.6 MG Oral Lozenge [Halls]
6161936,ENG,C2732140,P,L0886159,PF,S11308339,Sustain
6164250,ENG,C2732987,P,L9071381,PF,S11319823,pN0(mol+) category
6164449,ENG,C2733058,P,L5428367,PF,S11312371,Assessment of self medication
6164585,ENG,C2733109,P,L9072899,PF,S11319819,pN0(i+) category
6165271,ENG,C2733371,P,L0835500,PF,S11314056,Family history of smoking
6165721,ENG,C2733541,P,L9067923,PF,S11314964,Insertion of transvenous electrode of single chamber pacing cardioverter defibrillator pulse generator
6165927,ENG,C2733624,P,L1445709,PF,S10616490,Enema Mineral Oil
6166705,ENG,C2733851,P,L1837609,PF,S11334917,Homocysteine:Substance Concentration:24 hours:Urine:Quantitative
6166709,ENG,C2733852,P,L9086244,PF,S11334946,Homocystine:SCnc:Pt:Body fld:Qn
6167019,ENG,C2733933,P,L1851135,PF,S11338685,N PO
6167178,ENG,C2733976,P,L6886938,PF,S11327898,Cells.CD3-CD56+/100 cells:Number Fraction:Point in time:Marrow (bone):Quantitative
6167182,ENG,C2733977,P,L6899350,PF,S11327896,"Cells.CD3-CD56+/100 cells:Number Fraction:Point in time:Body fluid, unsp:Quantitative"
6167211,ENG,C2733985,P,L6074246,PF,S11325317,Apolipoprotein B/Cholesterol.in LDL:Mass Concentration Ratio:Point in time:Serum/Plasma:Quantitative
6167216,ENG,C2733986,P,L6074247,PF,S11325318,Apolipoprotein B/Cholesterol.in LDL
6167371,ENG,C2734044,P,L9094417,PF,S11334176,Hand dominance - draw
6170974,ENG,C2735172,P,L6895227,PF,S11327897,Cells.CD3-CD56+/100 cells:Number Fraction:Point in time:Cerebral spinal fluid:Quantitative
6172960,ENG,C2735807,P,L9074299,PF,S11327934,Cells.CD56-CD138+/100 cells:NFr:Pt:Body fld:Qn
6172964,ENG,C2735808,P,L9090924,PF,S11327936,Cells.CD56-CD138+/100 cells
6173536,ENG,C2735970,P,L0012622,PF,S11330664,Discharge plan
6175300,ENG,C2736504,P,L2411324,PF,S11750794,In^b Antigen:Arbitrary Concentration:Point in time:Erythrocytes:Ordinal
6175307,ENG,C2736506,P,L2410727,PF,S11750792,In^b Antibody:Arbitrary Concentration:Point in time:Serum/Plasma:Ordinal
6176337,ENG,C2736936,P,L9093681,PF,S11327937,Cells.CD56-CD138+
6179195,ENG,C2740809,P,L3137091,PF,S11349921,Nitrogen 10 % / Oxygen 90 % Gas for Inhalation
6179200,ENG,C2740811,P,L3137086,PF,S11349923,Nitrogen 20 % / Oxygen 80 % Gas for Inhalation
6182201,ENG,C2742443,P,L5565323,PF,S11357626,"PRKX protein, mouse"
6182298,ENG,C2742489,P,L5646339,PF,S11355677,"CCNY protein, human"
6182749,ENG,C2742728,P,L2305777,PF,S11359882,latifolin
6184118,ENG,C2743561,P,L2685244,PF,S11358438,"Wzx protein, E coli"
6184390,ENG,C2743716,P,L9106831,PF,S11354915,"5-(aminomethyl)piperazine-2,3-dione"
6184537,ENG,C2743808,P,L2287327,PF,S11354955,5-hydroxythalidomide
6185283,ENG,C2744236,P,L5105340,PF,S11356828,"MARK4S protein, human"
6185609,ENG,C2744417,P,L1172938,PF,S11360288,naproxen dextran ester
6188206,ENG,C2745925,P,L0218858,PF,S0293418,"Inhalers, Nasal"
6188447,ENG,C2745994,P,L1377331,PF,S1634230,Iodine uptake decreased
6188499,ENG,C2746010,P,L1918308,PF,S11766992,Irrigation Solutions
6188551,ENG,C2746039,P,L4866577,PF,S6140681,Ribonucleotide Reductase Inhibitor
6188576,ENG,C2746050,P,L5367222,PF,S6122761,DNA Methyltransferase Inhibitor
6194185,ENG,C2750315,P,L6467850,PF,S11410406,Onset in fourth to fifth decade
6194394,ENG,C2750466,P,L6502614,PF,S13533472,"Cardiomyopathy, Dilated, 1EE"
6194486,ENG,C2750516,P,L9152719,PF,S11410914,Patients with factor XIII alpha subunit deficiency usually also have decreased levels of plasma factor XIII beta subunit
6195225,ENG,C2751143,P,L6478075,PF,S11410404,Onset in early childhood or adolescence
6197136,ENG,C2752385,P,L8908636,PF,S11417274,histone chaperone
6197564,ENG,C2752628,P,L1761525,PF,S11413935,COPII vesicle coating
6197964,ENG,C2752911,P,L9159978,PF,S11419871,regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling
6197966,ENG,C2752912,P,L9157041,PF,S11416889,epithelial-mesenchymal cell signaling
6199199,ENG,C2753531,P,L9157865,PF,S11416816,endodermal-mesodermal cell signaling
6199201,ENG,C2753532,P,L9157864,PF,S11416815,endodermal-mesodermal cell signaling involved in heart induction
6200139,ENG,C2754060,P,L9160698,PF,S11419383,positive regulation of neutrophil mediated killing of gram-negative bacterium
6200265,ENG,C2754118,P,L9161432,PF,S11417895,mammalian U2-type spliceosomal complex B*
6200312,ENG,C2754138,P,L9156245,PF,S11417915,mammalian spliceosomal complex B*
6200347,ENG,C2754157,P,L9155369,PF,S11417877,mammalian U12-type spliceosomal complex B*
6205189,ENG,C2757021,P,L3499554,PF,S4028856,inhibitory SMAD protein
6205345,ENG,C2757059,P,L3091009,PF,S5545831,Lipase Inhibitors
6206265,ENG,C2757781,P,L5252506,PF,S11520415,Thermococcus sp. 26/2
6207262,ENG,C2758344,P,L2580910,PF,S11443980,Carabinae
6209885,ENG,C2759916,P,L9254877,PF,S11501872,Psettarium sp. Aburatsubo 2.1
6209903,ENG,C2759929,P,L7714586,PF,S11478476,Lucasia
6210987,ENG,C2760602,P,L1996670,PF,S11465315,Gigasperma
6211515,ENG,C2760904,P,L9271662,PF,S11527486,Vibrio sp. cann.2.1
6212597,ENG,C2761587,P,L2566795,PF,S11533808,bacterium A16
6216906,ENG,C2764432,P,L7690978,PF,S11472104,Inanidrilus exumae endosymbiont
6217914,ENG,C2765110,P,L2588479,PF,S11455857,Dictyoneura
6219633,ENG,C2766268,P,L8633798,PF,S11474794,Lactarius sp. Nan MN15
6219634,ENG,C2766269,P,L8637312,PF,S11508864,Russula sp. Nan MN7
6219787,ENG,C2766413,P,L9270190,PF,S11515554,Streptomyces sp. 13647S
6221962,ENG,C2767789,P,L1945832,PF,S11431711,Apotomis
6223757,ENG,C2768950,P,L2605130,PF,S11489808,Ogyrides
6223784,ENG,C2768967,P,L2611820,PF,S11520898,Thymops
6231614,ENG,C2773718,P,L9207428,PF,S11446120,Chaetothyriales sp. CR07/3-2
6231643,ENG,C2773738,P,L5294277,PF,S11484381,Minous
6232244,ENG,C2774118,P,L9244801,PF,S11529745,bacterium 3-2(2009)
6232247,ENG,C2774121,P,L9204343,PF,S11529749,bacterium 4-3(2009)
6232249,ENG,C2774123,P,L9244802,PF,S11529748,bacterium 4-2(2009)
6233622,ENG,C2775031,P,L9269493,PF,S11510156,Schistosoma haematobium x Schistosoma bovis
6233743,ENG,C2775111,P,L2555355,PF,S11502595,Pseudomonas sp. 1-7
6234113,ENG,C2775417,P,L2030660,PF,S11498755,Ploiaria
6236978,ENG,C2777486,P,L9246958,PF,S11438570,Belytinae sp. 2 MAS-2009
